Module,Lesson,Step number,Step title,Step type,What is the rationale for this step?,Content Outline
7,13,7,Optional peer feedback form for design presentations,Content,Understanding Optional peer feedback form for design presentations is important for mastering this subject matter.,- Key content in this section
7,14,1,"""Robot Engineer"" theme throughout the module",Content,"Understanding ""Robot Engineer"" theme throughout the module is important for mastering this subject matter.",- Key content in this section
7,14,2,Stories about real student design successes and lessons from failures,Content,Understanding Stories about real student design successes and lessons from failures is important for mastering this subject matter.,- Key content in this section
7,14,3,Design competitions with specific criteria and achievement badges,Content,Understanding Design competitions with specific criteria and achievement badges is important for mastering this subject matter.,- Key content in this section
7,14,4,Real-world problems that robots have solved with before/after scenarios,Content,Understanding Real-world problems that robots have solved with before/after scenarios is important for mastering this subject matter.,- Key content in this section
7,14,5,"Personal connection: ""What problem in your school could a robot help solve?""",Content,"Understanding Personal connection: ""What problem in your school could a robot help solve?"" is important for mastering this subject matter.",- Key content in this section
7,14,6,Virtual design showcase for sharing solutions,Content,Understanding Virtual design showcase for sharing solutions is important for mastering this subject matter.,- Key content in this section
7,14,7,"""Engineer's Log"" for recording the design journey",Content,"Understanding ""Engineer's Log"" for recording the design journey is important for mastering this subject matter.",- Key content in this section
7,15,1,Text descriptions of all design diagrams and visual elements,Content,Understanding Text descriptions of all design diagrams and visual elements is important for mastering this subject matter.,- Key content in this section
7,15,2,"Alternative ways to complete design documentation (written, verbal, visual)",Content,"Understanding Alternative ways to complete design documentation (written, verbal, visual) is important for mastering this subject matter.",- Key content in this section
7,15,3,Simplified versions of challenges for students needing additional support,Content,Understanding Simplified versions of challenges for students needing additional support is important for mastering this subject matter.,- Key content in this section
7,15,4,Team options for collaborative design work,Activity,Understanding Team options for collaborative design work is important for mastering this subject matter.,- Key content in this section
7,15,5,Extended time suggestions for each design phase,Content,Understanding Extended time suggestions for each design phase is important for mastering this subject matter.,- Key content in this section
7,15,6,Multiple challenge options with varying complexity,Content,Understanding Multiple challenge options with varying complexity is important for mastering this subject matter.,- Key content in this section
7,16,1,Design process introduction: 30 minutes,Content,Understanding Design process introduction: 30 minutes is important for mastering this subject matter.,- Key content in this section
7,16,2,Problem definition and research: 45 minutes,Content,Understanding Problem definition and research: 45 minutes is important for mastering this subject matter.,- Key content in this section
7,16,3,Solution design: 45 minutes,Content,Understanding Solution design: 45 minutes is important for mastering this subject matter.,- Key content in this section
7,16,4,Building and testing: 1 hour,Activity,Understanding Building and testing: 1 hour is important for mastering this subject matter.,- Key content in this section
7,16,5,Improvement and documentation: 45 minutes,Content,Understanding Improvement and documentation: 45 minutes is important for mastering this subject matter.,- Key content in this section
7,17,1,Learning Content,Content,This content provides essential information for the learning journey.,"- ""Now that we've designed our own robot solutions and experienced the complete engineering process from problem to solution, let's explore how robots are helping people in the real world!
- In Module 8, we'll discover robots working in healthcare, manufacturing, exploration, and many other fields."
8,1,1,Learning Content,Content,This content provides essential information for the learning journey.,"- This module explores the many ways robots assist humans in different settings.
- Students will discover robot applications in healthcare, manufacturing, exploration, and everyday life while making connections to the robot components and programming concepts learned in previous modules."
8,3,1,Overview of ways robots help people across different fields,Quiz,Understanding Overview of ways robots help people across different fields is important for mastering this subject matter.,"- Benefits robots provide (safety, precision, access, efficiency)
- The difference between replacing and assisting humans
- Connection to the design process from Module 7
- Global perspectives on robot applications in different countries
- ""Stop and Think"": How have robots already made your life better? What tasks in your daily life might robots help with?"
8,4,1,Surgical robots and how they help doctors with precision movements,Quiz,Understanding Surgical robots and how they help doctors with precision movements is important for mastering this subject matter.,"- Rehabilitation robots that help people recover from injuries
- Care robots that assist elderly or disabled people
- Prosthetic limbs and exoskeletons
- Connection to robot parts (precise motors, specialized sensors)
- Analysis of input-processing-output in healthcare robots
- Ethical considerations in healthcare robotics
- ""Stop and Think"": How might robots change healthcare in the future? What are the benefits and potential concerns?"
8,5,1,Robots that explore volcanoes and deep oceans with specialized sensors,Quiz,Understanding Robots that explore volcanoes and deep oceans with specialized sensors is important for mastering this subject matter.,"- Robots that handle hazardous materials and radioactive environments
- Search and rescue robots that help in disasters
- Military and bomb disposal robots - ethical considerations
- Connection to specialized movement systems from Module 3
- Analysis of input-processing-output in hazard robots
- Safety considerations for robots in dangerous situations
- ""Stop and Think"": Why send a robot instead of a person into dangerous places? What special features would these robots need?"
8,6,1,Mars rovers and how they work in extreme environments,Quiz,Understanding Mars rovers and how they work in extreme environments is important for mastering this subject matter.,"- Space station helper robots and their specialized functions
- Deep sea exploration robots and waterproofing challenges
- Mountain and cave exploration robots
- Connection to previous modules (sensors, programming for autonomy)
- Analysis of input-processing-output in exploration robots
- Communication challenges for distant robots
- ""Stop and Think"": What makes programming space robots especially challenging? How do engineers solve these problems?"
8,7,1,Manufacturing robots that build products with precision,Activity,Understanding Manufacturing robots that build products with precision is important for mastering this subject matter.,"- Delivery and warehouse robots transforming commerce
- Farming robots that grow food more efficiently
- Home helper robots (vacuums, lawn mowers, entertainment)
- Connection to programming concepts from Modules 5-6
- Analysis of input-processing-output in everyday robots
- Economic impact of workplace automation
- ""Stop and Think"": How are workplace robots changing different jobs? What new jobs might be created because of robotics?"
8,8,1,How robots help people with disabilities gain independence,Quiz,Understanding How robots help people with disabilities gain independence is important for mastering this subject matter.,"- Prosthetic limbs and exoskeletons that restore movement
- Communication assistance robots for non-verbal individuals
- Guide robots for people with visual impairments
- Connection to sensor systems from Module 4
- Analysis of input-processing-output in accessibility robots
- Importance of inclusive design in robotics
- ""Stop and Think"": How could robots help make school more accessible for everyone? What design considerations would be important?"
8,9,1,How humans and robots work together effectively,Quiz,Understanding How humans and robots work together effectively is important for mastering this subject matter.,"- Jobs where robots assist rather than replace humans
- Communication between humans and robots
- Future of human-robot collaboration
- Connection to programming interfaces from Modules 5-6
- Analysis of input-processing-output in collaborative robots
- Ethical considerations in human-robot teams
- Human-robot teamwork activity
- ""Stop and Think"": What makes a good human-robot team? How should responsibilities be divided?"
8,10,1,How different cultures view and use robots,Quiz,Understanding How different cultures view and use robots is important for mastering this subject matter.,"- Robotics innovations from around the world
- Cultural attitudes toward automation and robot helpers
- Global ethical considerations in robotics
- Diverse robotics applications addressing local problems
- ""Stop and Think"": How might robots be used differently in various parts of the world? Why is considering diverse perspectives important?"
8,11,1,Photo galleries of helper robots with clear labels and function descriptions,Activity,Understanding Photo galleries of helper robots with clear labels and function descriptions is important for mastering this subject matter.,- Key content in this section
8,11,2,Input-processing-output diagrams for each robot type,Content,Understanding Input-processing-output diagrams for each robot type is important for mastering this subject matter.,- Key content in this section
8,11,3,Side-by-side comparisons of tasks with/without robot assistance,Content,Understanding Side-by-side comparisons of tasks with/without robot assistance is important for mastering this subject matter.,- Key content in this section
8,11,4,Diagrams showing how specific robots use sensors and motors,Content,Understanding Diagrams showing how specific robots use sensors and motors is important for mastering this subject matter.,- Key content in this section
8,11,5,Maps showing robots working around the world with cultural context,Content,Understanding Maps showing robots working around the world with cultural context is important for mastering this subject matter.,- Key content in this section
8,11,6,Before/after scenarios showing problems and robot solutions,Content,Understanding Before/after scenarios showing problems and robot solutions is important for mastering this subject matter.,- Key content in this section
8,11,7,Visual guides connecting robot features to specific helper tasks,Content,Understanding Visual guides connecting robot features to specific helper tasks is important for mastering this subject matter.,- Key content in this section
8,11,8,Ethical consideration icons highlighting important issues,Content,Understanding Ethical consideration icons highlighting important issues is important for mastering this subject matter.,- Key content in this section
8,11,9,Diverse representation in all robot user images,Content,Understanding Diverse representation in all robot user images is important for mastering this subject matter.,- Key content in this section
8,12,1,Helper robot vocabulary with kid-friendly definitions and visual examples,Quiz,Understanding Helper robot vocabulary with kid-friendly definitions and visual examples is important for mastering this subject matter.,- Key content in this section
8,12,2,Field-specific terminology explained in simple language,Content,Understanding Field-specific terminology explained in simple language is important for mastering this subject matter.,- Key content in this section
8,12,3,Visual examples of specialized robot types with function descriptions,Quiz,Understanding Visual examples of specialized robot types with function descriptions is important for mastering this subject matter.,- Key content in this section
8,12,4,Simple explanations of field-specific terms with everyday comparisons,Content,Understanding Simple explanations of field-specific terms with everyday comparisons is important for mastering this subject matter.,- Key content in this section
8,12,5,Consistent connections to previously learned robotics vocabulary,Content,Understanding Consistent connections to previously learned robotics vocabulary is important for mastering this subject matter.,- Key content in this section
8,12,6,"""Global Robotics Terms"" highlighting words from different languages",Content,"Understanding ""Global Robotics Terms"" highlighting words from different languages is important for mastering this subject matter.",- Key content in this section
8,12,7,Audio pronunciation guide for technical and international terms,Content,Understanding Audio pronunciation guide for technical and international terms is important for mastering this subject matter.,- Key content in this section
8,13,1,Research project on a specific helper robot of student's choice,Quiz,Understanding Research project on a specific helper robot of student's choice is important for mastering this subject matter.,- Key content in this section
8,13,2,Students explain how the robot works using the input-processing-output framework,Content,Understanding Students explain how the robot works using the input-processing-output framework is important for mastering this subject matter.,- Key content in this section
8,13,3,Analysis of how the robot addresses human needs and ethical considerations,Content,Understanding Analysis of how the robot addresses human needs and ethical considerations is important for mastering this subject matter.,- Key content in this section
8,13,4,"Create a simple poster, slide presentation, or video",Activity,"Understanding Create a simple poster, slide presentation, or video is important for mastering this subject matter.",- Key content in this section
8,13,5,Compare two different robots solving similar problems,Content,Understanding Compare two different robots solving similar problems is important for mastering this subject matter.,- Key content in this section
8,13,6,Optional extension: Design improvements for their chosen helper robot,Content,Understanding Optional extension: Design improvements for their chosen helper robot is important for mastering this subject matter.,- Key content in this section
8,13,7,Self-assessment checklist for research quality with guided criteria,Quiz,Understanding Self-assessment checklist for research quality with guided criteria is important for mastering this subject matter.,- Key content in this section
8,14,1,"""Robot Heroes"" theme highlighting how robots help people overcome challenges",Content,"Understanding ""Robot Heroes"" theme highlighting how robots help people overcome challenges is important for mastering this subject matter.",- Key content in this section
8,14,2,Real stories of people helped by robots with diverse examples,Quiz,Understanding Real stories of people helped by robots with diverse examples is important for mastering this subject matter.,- Key content in this section
8,14,3,Videos of interesting helper robots with guided viewing questions,Content,Understanding Videos of interesting helper robots with guided viewing questions is important for mastering this subject matter.,- Key content in this section
8,14,4,Interactive sorting activity: matching robot solutions to problems,Activity,Understanding Interactive sorting activity: matching robot solutions to problems is important for mastering this subject matter.,- Key content in this section
8,14,5,"Personal connection: ""Which helper robot would you most want to design and why?""",Content,"Understanding Personal connection: ""Which helper robot would you most want to design and why?"" is important for mastering this subject matter.",- Key content in this section
8,14,6,Ethical discussion questions appropriate for middle school students,Content,Understanding Ethical discussion questions appropriate for middle school students is important for mastering this subject matter.,- Key content in this section
8,14,7,"""Robot Application Challenge"": identifying problems robots could help solve",Content,"Understanding ""Robot Application Challenge"": identifying problems robots could help solve is important for mastering this subject matter.",- Key content in this section
8,15,1,Text descriptions of all robot photos and diagrams,Content,Understanding Text descriptions of all robot photos and diagrams is important for mastering this subject matter.,- Key content in this section
8,15,2,"Multiple ways to complete the research project (written, verbal, visual)",Quiz,"Understanding Multiple ways to complete the research project (written, verbal, visual) is important for mastering this subject matter.",- Key content in this section
8,15,3,Simplified research templates for students needing additional support,Content,Understanding Simplified research templates for students needing additional support is important for mastering this subject matter.,- Key content in this section
8,15,4,Extension options for students ready for more complex analysis,Content,Understanding Extension options for students ready for more complex analysis is important for mastering this subject matter.,- Key content in this section
8,15,5,Collaborative research options,Activity,Understanding Collaborative research options is important for mastering this subject matter.,- Key content in this section
8,15,6,Audio descriptions of key robot functions and applications,Content,Understanding Audio descriptions of key robot functions and applications is important for mastering this subject matter.,- Key content in this section
8,16,1,Content exploration: 1.5 hours,Content,Understanding Content exploration: 1.5 hours is important for mastering this subject matter.,- Key content in this section
8,16,2,Research activity: 1 hour,Activity,Understanding Research activity: 1 hour is important for mastering this subject matter.,- Key content in this section
8,16,3,Project creation: 1 hour,Quiz,Understanding Project creation: 1 hour is important for mastering this subject matter.,- Key content in this section
8,16,4,Extension activities: 30 minutes (optional),Content,Understanding Extension activities: 30 minutes (optional) is important for mastering this subject matter.,- Key content in this section
8,17,1,Learning Content,Content,This content provides essential information for the learning journey.,"- ""As we've seen, robots can help people in amazing ways across many different fields.
- But with these powerful technologies come important responsibilities and questions.
- In Module 9, we'll explore robot ethics and safety considerations in greater depth, building on the ethical discussions we've had throughout previous modules."
9,1,1,Learning Content,Content,This content provides essential information for the learning journey.,"- This module expands our exploration of ethical and safety considerations in robotics, bringing together the ethical threads introduced in earlier modules.
- Through age-appropriate scenarios, discussions, and activities, students will explore ethical questions, safety considerations, privacy concerns, and the societal impact of automation."
9,3,1,"Simple explanation of ethics as ""making good choices about technology""",Quiz,"Understanding Simple explanation of ethics as ""making good choices about technology"" is important for mastering this subject matter.","- Connection to ethical considerations introduced in previous modules
- Why ethics matter when creating any technology, especially robots
- Examples of ethical questions about robots from earlier modules
- Introduction to basic ethical principles appropriate for middle school
- ""Stop and Think"": What makes a robot ""good"" or ""bad""? How do a robot's features affect this?"
9,4,1,How ethical considerations apply to each part of our input-processing-output framework:,Quiz,Understanding How ethical considerations apply to each part of our input-processing-output framework: is important for mastering this subject matter.,"- Input ethics: privacy and data collection concerns (from Module 4)
- Processing ethics: decision-making fairness and transparency
- Output ethics: safety and appropriate actions (from Module 3)
- Examples of ethical questions at each stage
- Ethics integration activity using familiar robot examples
- ""Stop and Think"": Why is it important to consider ethics at every stage of robot design?"
9,5,1,Physical safety features in robots (expanding on concepts from Module 3),Quiz,Understanding Physical safety features in robots (expanding on concepts from Module 3) is important for mastering this subject matter.,"- How robots are designed to work safely around humans
- Examples of safety sensors and programming (building on Module 4)
- Safety standards and testing for commercial robots
- Case studies of safety features in familiar robots
- Robot safety feature identification activity
- Common safety failures and their solutions
- ""Stop and Think"": What safety features would be most important for a classroom robot? Why?"
9,6,1,How robots collect information about people (expanding on concepts from Module 4),Quiz,Understanding How robots collect information about people (expanding on concepts from Module 4) is important for mastering this subject matter.,"- Privacy concerns with cameras, microphones, and other sensors
- Kid-friendly explanation of data collection, storage, and use
- Balancing useful features with privacy protection
- Global perspectives on privacy and robotics
- Privacy impact analysis activity for different robot types
- ""Stop and Think"": What information would you be comfortable having a robot collect? What information would you not want collected?"
9,7,1,How robots change the way people work (building on Module 8),Activity,Understanding How robots change the way people work (building on Module 8) is important for mastering this subject matter.,"- Jobs that robots help with vs. replace
- New jobs created because of robots
- Historical examples of technology changing work
- Different perspectives on automation's impact
- Global considerations and cultural attitudes toward automation
- Future of work discussion activity
- ""Stop and Think"": How might jobs change in the future because of robots? What new skills might people need?"
9,8,1,Kid-friendly version of Asimov's Three Laws of Robotics,Quiz,Understanding Kid-friendly version of Asimov's Three Laws of Robotics is important for mastering this subject matter.,"- Simple explanation of current robot regulations
- Why we need rules for robots
- How robot rules differ around the world
- Who should decide how robots behave
- Create-your-own robot rules activity
- ""Stop and Think"": If you could create three rules that all robots must follow, what would they be?"
9,9,1,Simple ethical frameworks for middle schoolers,Quiz,Understanding Simple ethical frameworks for middle schoolers is important for mastering this subject matter.,"- Questions to ask when designing robots
- Balancing different values and priorities
- Examples of ethical robot designs from Module 8
- Stakeholder analysis: who is affected by robot decisions
- Ethical decision-making activity with scenarios
- ""Stop and Think"": How could your robot design choices affect different people? How can you consider everyone's needs?"
9,10,1,Understanding accessibility in robotics (from Module 8),Quiz,Understanding Understanding accessibility in robotics (from Module 8) is important for mastering this subject matter.,"- Considering diverse users with different needs
- Cultural sensitivity in robot design
- Environmental impact of robot materials and power sources
- Sustainability considerations in robotics
- Inclusive design activity with specific scenarios
- ""Stop and Think"": How can robots be designed to be helpful for people with disabilities? What special features might be needed?"
9,11,1,Summary of ethical principles covered throughout the course,Quiz,Understanding Summary of ethical principles covered throughout the course is important for mastering this subject matter.,"- The importance of thinking about consequences before building
- Considering different perspectives and user needs
- How to design robots that help everyone
- Personal responsibility as a technology creator
- Ethical robot design checklist
- ""Stop and Think"": What responsibilities do you have as someone who understands how to create robots?"
9,12,1,Visual decision trees for ethical questions with examples,Quiz,Understanding Visual decision trees for ethical questions with examples is important for mastering this subject matter.,- Key content in this section
9,12,2,Before/after scenarios showing ethical improvements in robot design,Content,Understanding Before/after scenarios showing ethical improvements in robot design is important for mastering this subject matter.,- Key content in this section
9,12,3,Safety feature diagrams with clear labels and explanations,Activity,Understanding Safety feature diagrams with clear labels and explanations is important for mastering this subject matter.,- Key content in this section
9,12,4,Visual comparison charts of different perspectives on automation,Content,Understanding Visual comparison charts of different perspectives on automation is important for mastering this subject matter.,- Key content in this section
9,12,5,Kid-friendly ethical framework posters with simple steps,Content,Understanding Kid-friendly ethical framework posters with simple steps is important for mastering this subject matter.,- Key content in this section
9,12,6,Visual scenarios illustrating ethical dilemmas with solution options,Content,Understanding Visual scenarios illustrating ethical dilemmas with solution options is important for mastering this subject matter.,- Key content in this section
9,12,7,Global map showing robotics approaches in different cultures,Content,Understanding Global map showing robotics approaches in different cultures is important for mastering this subject matter.,- Key content in this section
9,12,8,Input-processing-output diagrams highlighting ethical considerations at each stage,Content,Understanding Input-processing-output diagrams highlighting ethical considerations at each stage is important for mastering this subject matter.,- Key content in this section
9,12,9,Diverse representation in all scenario illustrations,Content,Understanding Diverse representation in all scenario illustrations is important for mastering this subject matter.,- Key content in this section
9,13,1,Ethics vocabulary with middle school appropriate definitions and examples,Quiz,Understanding Ethics vocabulary with middle school appropriate definitions and examples is important for mastering this subject matter.,- Key content in this section
9,13,2,"Visual examples of abstract concepts (privacy, fairness, accessibility)",Quiz,"Understanding Visual examples of abstract concepts (privacy, fairness, accessibility) is important for mastering this subject matter.",- Key content in this section
9,13,3,Simplified versions of complex ethical terms with everyday language,Content,Understanding Simplified versions of complex ethical terms with everyday language is important for mastering this subject matter.,- Key content in this section
9,13,4,"""Ethics Translator"" boxes connecting technical terms to familiar concepts",Content,"Understanding ""Ethics Translator"" boxes connecting technical terms to familiar concepts is important for mastering this subject matter.",- Key content in this section
9,13,5,Visual word wall connecting ethics to previously learned robotics concepts,Content,Understanding Visual word wall connecting ethics to previously learned robotics concepts is important for mastering this subject matter.,- Key content in this section
9,13,6,Word relationship diagrams showing connections between ethical terms,Content,Understanding Word relationship diagrams showing connections between ethical terms is important for mastering this subject matter.,- Key content in this section
9,13,7,Audio pronunciation guide for ethics terminology,Content,Understanding Audio pronunciation guide for ethics terminology is important for mastering this subject matter.,- Key content in this section
9,14,1,Guided response to ethical scenarios involving robots,Content,Understanding Guided response to ethical scenarios involving robots is important for mastering this subject matter.,- Key content in this section
9,14,2,Students analyze scenarios using the input-processing-output ethical framework,Content,Understanding Students analyze scenarios using the input-processing-output ethical framework is important for mastering this subject matter.,- Key content in this section
9,14,3,"Create an ""Ethical Robot Designer's Pledge"" based on learned principles",Activity,"Understanding Create an ""Ethical Robot Designer's Pledge"" based on learned principles is important for mastering this subject matter.",- Key content in this section
9,14,4,Robot safety feature design activity for a specific setting,Activity,Understanding Robot safety feature design activity for a specific setting is important for mastering this subject matter.,- Key content in this section
9,14,5,Self-reflection on ethical considerations in previous design work,Content,Understanding Self-reflection on ethical considerations in previous design work is important for mastering this subject matter.,- Key content in this section
9,14,6,Comparative analysis of two approaches to an ethical robot challenge,Content,Understanding Comparative analysis of two approaches to an ethical robot challenge is important for mastering this subject matter.,- Key content in this section
9,14,7,"Optional extension: Create a ""robot ethics code"" poster or digital presentation",Activity,"Understanding Optional extension: Create a ""robot ethics code"" poster or digital presentation is important for mastering this subject matter.",- Key content in this section
9,15,1,"""Robot Responsibility"" theme throughout the module",Content,"Understanding ""Robot Responsibility"" theme throughout the module is important for mastering this subject matter.",- Key content in this section
9,15,2,Kid-friendly ethical stories and examples with relatable scenarios,Quiz,Understanding Kid-friendly ethical stories and examples with relatable scenarios is important for mastering this subject matter.,- Key content in this section
9,15,3,"""Ethics Detective"" activities analyzing robot designs for ethical considerations",Content,"Understanding ""Ethics Detective"" activities analyzing robot designs for ethical considerations is important for mastering this subject matter.",- Key content in this section
9,15,4,Discussion prompts that connect to students' experiences,Content,Understanding Discussion prompts that connect to students' experiences is important for mastering this subject matter.,- Key content in this section
9,15,5,Role-playing different perspectives on robot issues,Content,Understanding Role-playing different perspectives on robot issues is important for mastering this subject matter.,- Key content in this section
9,15,6,"Personal connection: ""What robot rules would you create for your school?""",Activity,"Understanding Personal connection: ""What robot rules would you create for your school?"" is important for mastering this subject matter.",- Key content in this section
9,15,7,"""Robot Ethics Challenge"" with specific scenarios to analyze",Content,"Understanding ""Robot Ethics Challenge"" with specific scenarios to analyze is important for mastering this subject matter.",- Key content in this section
9,15,8,Global perspectives on how different cultures view robots,Content,Understanding Global perspectives on how different cultures view robots is important for mastering this subject matter.,- Key content in this section
9,16,1,Text descriptions of all ethics scenarios and diagrams,Content,Understanding Text descriptions of all ethics scenarios and diagrams is important for mastering this subject matter.,- Key content in this section
9,16,2,"Multiple ways to respond to ethical questions (written, verbal, visual)",Content,"Understanding Multiple ways to respond to ethical questions (written, verbal, visual) is important for mastering this subject matter.",- Key content in this section
9,16,3,Simplified ethical frameworks for students needing additional support,Content,Understanding Simplified ethical frameworks for students needing additional support is important for mastering this subject matter.,- Key content in this section
9,16,4,Extension options for students ready for more complex ethical analysis,Content,Understanding Extension options for students ready for more complex ethical analysis is important for mastering this subject matter.,- Key content in this section
9,16,5,Collaborative ethics discussion options,Activity,Understanding Collaborative ethics discussion options is important for mastering this subject matter.,- Key content in this section
9,16,6,Audio descriptions of key ethical concepts,Content,Understanding Audio descriptions of key ethical concepts is important for mastering this subject matter.,- Key content in this section
9,17,1,Ethical concepts exploration: 1 hour,Content,Understanding Ethical concepts exploration: 1 hour is important for mastering this subject matter.,- Key content in this section
9,17,2,Safety and privacy content: 45 minutes,Content,Understanding Safety and privacy content: 45 minutes is important for mastering this subject matter.,- Key content in this section
9,17,3,Interactive ethics activities: 45 minutes,Content,Understanding Interactive ethics activities: 45 minutes is important for mastering this subject matter.,- Key content in this section
9,17,4,Assessment activities: 45 minutes,Quiz,Understanding Assessment activities: 45 minutes is important for mastering this subject matter.,- Key content in this section
9,17,5,Extension activities: 30 minutes (optional),Content,Understanding Extension activities: 30 minutes (optional) is important for mastering this subject matter.,- Key content in this section
9,18,1,Learning Content,Content,This content provides essential information for the learning journey.,"- ""Throughout our course, we've built a strong foundation in robotics by understanding robot systems, movement, sensing, programming, design, applications, and ethics.
- In our final module, we'll look toward the exciting future of robotics and bring everything together in a comprehensive final project."
10,1,1,Learning Content,Content,This content provides essential information for the learning journey.,"- This final module looks toward emerging robotics technologies and challenges students to apply everything they've learned in a comprehensive final project.
- Students will review key concepts, explore future possibilities, and create a project demonstrating their understanding of robotics principles, including the input-processing-output framework and ethical considerations."
10,3,1,Recent developments in robotics technology with concrete examples,Quiz,Understanding Recent developments in robotics technology with concrete examples is important for mastering this subject matter.,"- Current research areas explained in kid-friendly terms
- Predictions about future robot capabilities based on current trends
- Connections between future technologies and concepts learned in the course
- Timeline of potential robotics developments over the next decade
- ""Stop and Think"": What do you think robots will be able to do in 10 years? How might this change how people live?"
10,4,1,Soft robotics (robots made of flexible materials),Quiz,Understanding Soft robotics (robots made of flexible materials) is important for mastering this subject matter.,"- How they work and why they're important
- Benefits for working safely with humans
- Connection to movement concepts from Module 3
- Swarm robotics (groups of small robots working together)
- How swarm robots communicate and coordinate
- Applications for complex tasks
- Connection to programming concepts from Module 6
- Bio-inspired robots (robots that mimic animals and plants)
- Examples of robots based on specific animals
- How nature inspires better robot design
- Connection to movement concepts from Module 3
- Artificial intelligence in robots (at a middle school level)
- Simple explanation of how robots can learn
- How AI differs from regular programming
- Connection to processing concepts from Modules 5-6
- Ethical considerations of robot learning
- ""Stop and Think"": Which emerging technology do you find most interesting? How might it connect to what we've learned?"
10,5,1,Robot components and systems review,Quiz,Understanding Robot components and systems review is important for mastering this subject matter.,"- Input, processing, output framework review
- Key components and their functions
- Visual concept map connecting system elements
- Programming concepts summary
- Sequences, loops, conditionals, variables
- Connecting sensors to actions
- Visual programming review guide
- Design process reminder
- Five steps of the engineering design process
- Key considerations at each stage
- Examples of successful design approaches
- Robot ethics refresher
- Core ethical principles covered
- Safety, privacy, accessibility considerations
- Responsible design checklist
- Interactive concept mapping activity connecting major course themes
- Quick review activities for each main topic with immediate feedback
- ""Stop and Think"": What concepts from the course have you found most interesting or useful?"
10,6,1,Option 1: Design a robot solution to a real-world problem,Quiz,Understanding Option 1: Design a robot solution to a real-world problem is important for mastering this subject matter.,"- Identify a problem that robots could help solve
- Create detailed specifications using the input-processing-output framework
- Consider ethical implications and user needs
- Include programming logic for key functions
- Option 2: Create detailed robot specifications with diagrams
- Design a robot for a specific purpose
- Create detailed diagrams showing all components
- Explain how the input-processing-output system works
- Address ethical considerations in the design
- Option 3: Program a virtual robot for specific tasks
- Create a program using the concepts learned
- Document the program with explanations
- Connect the program to robot hardware components
- Test and improve the program
- Project planning tools:
- How to choose your project topic with guided questions
- Project planning template with timeline suggestions
- Resource gathering checklist
- Progress tracking tools
- Step-by-step guides for each project option with examples
- ""Stop and Think"": What parts of the course did you enjoy most? How could your final project showcase these interests?"
10,7,1,Week 1: Project Selection and Initial Planning,Quiz,Understanding Week 1: Project Selection and Initial Planning is important for mastering this subject matter.,"- Choosing a project type and topic
- Research and background information
- Initial sketches and ideas
- Completing the project plan
- Week 2: Design and Development
- Creating detailed designs
- Programming (if applicable)
- Testing initial ideas
- Getting feedback
- Week 3: Refinement and Documentation
- Improving designs based on testing
- Completing all project elements
- Creating final documentation
- Preparing presentation
- Structured steps for completing each project type
- Checkpoints with specific goals to ensure progress
- Troubleshooting common project problems with solutions
- Examples of successful student projects with annotations
- ""Stop and Think"": What challenges do you anticipate in your project? How will you address them?"
10,8,1,Applying ethical principles to your specific project,Quiz,Understanding Applying ethical principles to your specific project is important for mastering this subject matter.,"- Safety considerations checklist
- Privacy assessment for projects with sensors
- Accessibility and inclusive design reflection
- Environmental impact considerations
- ""Stop and Think"": How does your project address ethical considerations we've discussed? What could you improve?"
10,9,1,How to document your project effectively,Quiz,Understanding How to document your project effectively is important for mastering this subject matter.,"- Documentation templates with examples
- How to show your design process
- Visual presentation tips
- Explaining your design choices
- Connecting choices to course concepts
- Justifying decisions with evidence
- Addressing potential questions
- Creating an engaging presentation
- Key elements to include
- Visual support recommendations
- Presentation structure guide
- Project presentation tips
- How to highlight key innovations
- Discussing challenges and solutions
- Explaining the input-processing-output framework in your project
- ""Stop and Think"": What are the most important aspects of your project to highlight? How will you show what you've learned?"
10,10,1,Educational pathways in robotics,Quiz,Understanding Educational pathways in robotics is important for mastering this subject matter.,"- Simple explanation of robotics careers
- How robotics connects to other fields
- Resources for continued learning
- ""Stop and Think"": How might you use what you've learned about robotics in the future?"
10,11,1,Timeline of robotics developments with future predictions and illustrations,Content,Understanding Timeline of robotics developments with future predictions and illustrations is important for mastering this subject matter.,- Key content in this section
10,11,2,Photo gallery of cutting-edge robots with simple explanations and input-processing-output labeling,Activity,Understanding Photo gallery of cutting-edge robots with simple explanations and input-processing-output labeling is important for mastering this subject matter.,- Key content in this section
10,11,3,Visual concept maps connecting course topics with color-coding,Content,Understanding Visual concept maps connecting course topics with color-coding is important for mastering this subject matter.,- Key content in this section
10,11,4,Project planning templates with visual examples and checkpoints,Quiz,Understanding Project planning templates with visual examples and checkpoints is important for mastering this subject matter.,- Key content in this section
10,11,5,Step-by-step visual guides for each project option,Quiz,Understanding Step-by-step visual guides for each project option is important for mastering this subject matter.,- Key content in this section
10,11,6,Example project showcases with annotations highlighting key elements,Quiz,Understanding Example project showcases with annotations highlighting key elements is important for mastering this subject matter.,- Key content in this section
10,11,7,Final project rubric with visual indicators of success criteria,Quiz,Understanding Final project rubric with visual indicators of success criteria is important for mastering this subject matter.,- Key content in this section
10,11,8,Career pathway flowchart showing educational options,Content,Understanding Career pathway flowchart showing educational options is important for mastering this subject matter.,- Key content in this section
